Age,Height,Performance,Decision
25,168,37,0
29,159,22,0
22,184,66,1
24,189,27,1
28,185,62,1
20,189,16,0
24,187,22,0
18,165,71,1
27,163,18,0
29,156,45,0
25,161,29,1
21,178,78,1
18,163,69,1
23,170,55,1
24,173,91,1
24,181,67,0
23,165,52,0
28,177,84,1
24,180,45,1
23,165,19,0
26,181,85,1
19,185,75,1
21,181,85,1
21,165,43,0
24,195,55,1
30,196,80,0
27,186,14,0
29,170,91,1
21,157,10,0
24,179,91,1
27,151,30,0
21,181,41,0
21,186,95,1
26,178,81,0
22,152,5,0
30,156,33,0
25,191,29,1
20,158,1,0
18,195,46,0
26,195,68,0
22,161,5,0
24,185,96,1
20,199,89,1
21,172,93,1
18,154,59,1
26,193,88,0
24,171,74,1
23,150,62,0
18,181,7,0
19,161,60,1
30,151,45,0
26,195,62,1
24,199,100,1
21,158,77,1
23,175,89,1
24,150,42,0
29,161,54,1
21,153,91,1
18,152,39,1
29,153,62,0
18,183,36,0
27,154,46,0
24,153,51,1
29,188,61,1
25,162,48,1
27,174,24,0
21,165,74,1
19,157,44,1
28,173,87,1
29,200,61,1
22,179,99,1
20,158,23,0
20,158,68,0
26,176,73,0
24,191,53,1
23,193,14,0
23,168,45,0
27,175,39,0
20,185,86,1
23,182,86,1
30,174,30,0
28,162,69,0
25,151,54,0
23,186,5,0
28,166,75,1
25,196,65,0
23,188,27,0
29,166,79,0
29,163,74,0
20,179,5,0
25,187,25,0
30,176,27,0
27,196,41,0
18,162,58,1
28,195,9,0
27,154,31,0
18,159,40,1
27,187,46,0
23,161,42,0
30,187,45,0
30,165,9,0
29,181,49,0
29,155,6,0
18,158,83,0
20,156,46,1
29,166,48,0
19,162,26,0
21,152,92,1
29,197,91,1
30,162,50,0
22,168,82,1
24,162,84,1
19,200,59,0
28,176,73,0
26,161,88,0
26,157,21,0
28,194,9,0
22,186,75,1
20,190,84,1
28,166,50,0
20,164,23,0
27,153,29,0
19,172,9,0
21,196,37,0
20,172,27,0
29,177,60,0
20,164,96,1
29,183,3,0
26,171,98,1
21,180,63,0
18,180,5,0
21,175,34,1
28,192,33,0
26,183,46,0
18,157,18,0
22,172,65,0
18,161,31,1
25,196,58,1
29,185,17,0
20,163,94,1
26,155,66,0
25,168,87,1
29,151,30,0
30,182,86,0
19,177,11,0
26,165,88,0
26,193,14,0
30,176,19,0
28,194,75,1
26,153,28,0
25,180,78,0
24,178,66,0
29,169,2,0
27,190,28,0
30,150,86,0
23,161,91,1
27,181,3,0
20,189,15,0
26,165,78,1
24,193,68,1
28,160,45,1
28,186,72,0
18,160,11,0
28,150,48,1
27,195,25,0
18,182,71,1
20,167,11,0
24,183,20,0
26,162,93,1
19,157,61,1
19,181,35,0
25,184,85,1
22,172,88,1
22,150,19,0
25,157,42,0
24,167,46,0
30,178,26,0
23,163,8,0
21,195,77,1
28,164,16,0
20,180,27,1
20,180,85,1
27,188,47,0
28,180,93,1
19,190,42,1
23,193,1,0
23,162,28,0
26,158,56,1
19,189,68,1
29,185,64,1
22,159,20,0
26,151,30,0
22,166,87,0
18,190,71,1
20,199,59,1
20,187,42,1
23,152,85,1
20,169,46,1
19,151,85,1
20,159,50,0
19,192,97,1
26,167,93,1
26,184,2,0
25,153,38,1
19,154,43,0
30,183,90,0
25,151,77,0
23,185,41,0
23,192,87,1
24,183,10,0
20,166,44,0
18,160,6,0
30,170,7,0
22,158,52,1
19,164,94,1
24,194,15,0
20,182,55,0
22,171,81,1
30,189,93,1
27,152,48,1
29,200,36,0
27,152,59,0
28,179,26,0
18,171,40,1
19,177,26,1
22,156,32,0
22,151,37,0
21,200,90,1
26,180,14,0
27,197,59,0
18,184,15,0
21,186,86,1
26,165,89,0
26,158,77,0
26,153,58,1
29,183,6,0
20,179,89,1
26,192,85,0
25,159,22,0
28,185,79,1
23,196,12,0
22,162,72,0
30,152,23,0
18,150,9,0
23,174,72,0
29,198,53,1
24,182,80,1
24,153,57,0
21,181,99,1
24,154,6,0
24,158,55,0
26,172,57,0
27,181,86,1
21,159,95,1
20,171,39,1
25,188,73,1
26,197,11,0
29,166,34,0
25,170,53,1
29,167,83,1
28,172,82,0
20,184,83,1
20,189,90,1
19,188,99,1
27,159,45,1
22,174,26,0
25,189,62,0
20,162,87,0
25,200,89,0
30,157,34,0
19,171,3,0
30,196,3,0
18,197,60,1
21,198,9,0
22,180,85,1
23,194,56,0
28,169,59,1
18,152,69,0
18,196,5,0
26,167,59,0
23,176,8,0
20,151,58,1
20,154,66,0
29,163,56,0
25,171,46,0
26,173,41,0
18,176,62,1
30,192,53,1
29,185,35,0
27,154,69,1
21,156,1,0
20,173,11,0
18,182,93,1
28,154,49,0
30,172,72,1
19,198,93,1
25,183,5,0
25,192,60,0
19,177,53,1
21,156,34,0
28,200,80,1
21,175,56,1
30,188,50,1
19,184,93,1
29,192,97,1
28,157,40,1
29,171,53,0
25,150,2,0
19,175,95,1
22,195,71,1
24,160,20,1
25,178,29,1
28,155,6,0
20,187,87,1
18,192,70,0
28,186,5,0
29,170,18,0
30,151,4,0
22,183,56,1
18,163,48,1
20,159,12,0
19,192,44,0
20,190,52,1
22,189,6,0
23,179,55,0
26,173,34,0
22,159,71,0
26,194,46,1
28,167,61,1
26,198,44,0
24,187,54,1
28,169,36,0
26,159,51,1
22,168,6,0
24,151,89,1
19,159,26,1
23,154,48,1
20,156,29,0
29,153,98,1
25,154,7,0
28,177,93,1
29,181,97,1
21,165,80,0
22,174,12,0
19,189,44,0
18,187,53,0
28,188,75,1
30,157,28,0
29,164,35,0
20,188,24,0
30,183,27,0
29,164,21,0
28,186,7,0
21,189,89,1
22,156,17,0
27,198,50,1
27,188,39,0
23,194,37,1
30,166,28,0
30,160,37,0
24,175,27,1
27,178,20,0
22,170,40,1
30,194,7,0
21,186,60,1
29,198,84,1
23,158,76,0
18,159,34,0
29,171,76,0
30,170,58,1
28,173,71,1
23,192,2,0
23,163,39,0
19,196,34,1
30,154,45,0
18,163,57,1
30,153,26,0
19,150,21,0
20,193,33,0
21,185,82,1
20,162,52,1
21,166,66,0
19,187,91,1
29,162,84,1
23,189,97,1
22,177,69,0
30,151,36,0
27,169,57,0
18,185,75,1
20,195,67,1
28,192,45,1
21,192,19,0
26,161,68,1
26,182,96,1
30,183,81,0
28,152,18,0
30,190,46,1
25,170,54,1
20,158,90,0
30,165,100,1
18,163,95,1
29,163,72,1
28,200,7,0
26,157,69,0
25,150,42,1
24,191,77,1
30,178,77,1
28,185,59,0
23,161,70,1
18,154,47,1
25,184,83,0
25,194,53,1
23,191,70,1
24,193,46,1
29,188,49,0
30,165,74,1
29,181,70,0
19,162,97,1
25,150,14,0
18,176,13,0
18,152,49,1
28,157,6,0
28,187,60,1
27,198,74,0
24,197,56,0
23,155,65,1
27,170,80,1
19,168,82,1
19,192,41,1
28,179,64,1
29,198,33,0
25,196,61,1
28,193,65,1
22,168,41,1
19,193,93,1
20,157,72,0
23,157,3,0
20,185,11,0
28,183,62,0
19,192,58,0
29,181,58,1
25,198,67,1
21,161,75,1
22,191,43,1
24,190,81,0
29,172,14,0
30,159,98,1
23,180,22,0
20,199,93,1
18,167,28,1
24,187,15,0
21,184,31,0
23,184,68,1
30,174,79,1
21,187,69,0
27,166,44,1
26,153,47,1
20,179,35,1
30,163,60,0
26,164,60,1
27,199,93,1
18,196,6,0
26,153,93,1
23,186,40,0
24,159,5,0
18,195,62,1
24,187,35,1
24,178,62,1
28,152,33,0
18,187,9,0
26,165,50,1
29,162,89,0
29,196,92,1
23,182,65,0
18,179,10,0
29,200,34,0
24,185,36,0
26,154,7,0
25,196,20,0
27,194,10,0
28,152,30,0
29,163,29,0
29,169,3,0
27,153,16,0
18,184,77,1
21,175,67,0
25,154,30,0
28,196,60,1
22,175,12,0
26,178,57,1
29,198,67,0
21,154,4,0
28,200,64,1
26,162,19,0
28,167,68,1
19,198,32,0
22,187,3,0
28,197,32,0
24,158,11,0
24,187,73,1
19,196,11,0
24,176,15,0
25,160,39,1
21,197,1,0
28,172,56,1
26,186,21,0
20,163,80,1
24,155,85,1
23,169,14,0
21,164,4,0
28,176,83,1
25,186,45,1
19,184,84,1
21,192,8,0
24,174,48,1
25,169,27,1
22,169,54,1
21,173,33,0
20,196,93,1
26,162,91,1
18,155,64,0
27,183,88,1
28,195,22,0
22,176,42,1
20,198,8,0
24,153,87,1
19,150,55,0
22,191,37,1
26,197,85,1
27,173,84,0
29,174,13,0
18,169,8,0
27,171,49,1
21,156,92,1
29,182,71,0
25,181,77,0
23,179,40,0
20,200,93,1
27,162,57,1
22,177,5,0
21,184,78,1
28,163,7,0
29,151,84,0
29,193,59,0
18,183,66,1
28,168,55,1
21,162,78,1
19,186,68,0
23,196,39,0
23,164,37,0
29,194,92,1
28,168,63,1
19,173,44,1
23,181,39,1
21,164,89,1
26,154,69,0
29,190,74,0
24,187,58,1
23,167,68,0
20,195,5,0
26,163,5,0
25,176,78,1
25,152,44,1
19,190,44,1
27,152,69,0
24,178,74,0
26,160,14,0
28,169,63,1
26,155,22,0
21,199,25,0
21,151,51,0
27,176,38,0
27,182,49,0
24,198,97,1
23,151,93,1
28,198,62,1
30,200,58,1
24,160,47,0
22,175,84,1
23,178,28,1
28,185,34,0
19,189,96,1
29,161,68,0
20,175,90,0
25,189,94,1
18,187,42,0
20,158,13,0
18,182,87,1
30,192,36,0
19,173,51,0
24,181,44,1
26,161,81,0
19,164,46,0
28,187,35,0
21,180,27,1
25,189,57,1
18,161,56,1
22,198,52,0
29,160,14,0
21,150,5,0
20,160,26,0
21,179,43,1
19,150,44,1
23,188,29,0
24,196,55,1
25,188,83,0
30,179,15,0
23,187,36,1
25,197,3,0
22,160,23,0
27,181,14,0
30,169,58,0
23,178,74,1
24,184,38,0
18,179,26,1
23,171,22,1
20,180,80,1
25,153,5,0
26,186,88,1
21,151,17,0
25,195,42,0
19,159,60,0
19,157,31,0
21,200,35,1
19,168,82,0
22,187,87,1
20,174,41,0
24,200,73,1
23,171,22,0
24,195,4,0
25,151,45,1
29,150,80,1
25,184,96,1
29,182,52,0
29,173,16,0
19,169,6,0
21,153,56,1
26,187,79,1
21,158,93,1
28,167,8,0
25,196,8,0
27,176,75,0
26,183,52,1
27,190,88,1
24,187,32,1
22,188,57,0
24,199,86,0
23,173,98,1
28,157,26,0
28,168,1,0
20,158,97,1
23,172,67,1
19,171,50,1
21,186,43,1
24,161,11,0
26,173,1,0
24,176,99,1
20,169,51,1
19,177,54,1
18,177,30,0
22,153,57,0
19,176,96,1
30,155,1,0
28,160,39,0
18,171,91,1
23,155,63,1
18,165,49,0
24,163,17,0
18,152,38,1
18,197,23,0
28,165,34,0
20,187,80,1
24,177,30,1
21,192,26,1
18,189,36,0
22,151,49,1
24,180,16,0
22,153,41,0
22,190,66,0
29,157,75,1
25,165,70,1
19,178,44,1
27,153,60,1
25,191,52,1
28,177,23,0
26,197,94,1
29,164,27,0
19,161,15,0
20,162,85,1
24,200,53,0
27,171,25,0
24,196,1,0
27,195,17,0
19,185,54,0
26,154,76,1
25,150,71,0
28,167,13,0
27,170,100,1
19,188,58,1
21,162,29,0
26,181,40,1
24,170,3,0
19,155,74,1
25,173,33,0
28,189,31,0
22,156,63,1
19,174,59,0
29,168,11,0
24,193,30,0
18,163,60,0
24,171,24,1
23,190,22,1
18,198,97,1
24,175,67,1
19,195,52,0
21,158,15,0
22,195,73,1
30,159,74,0
22,173,30,1
21,198,5,0
24,196,37,0
22,194,8,0
24,156,64,0
25,181,34,1
30,182,15,0
19,159,15,0
27,163,99,1
25,177,13,0
21,192,41,0
21,184,69,0
21,185,16,0
29,172,4,0
23,162,69,1
29,162,8,0
26,157,54,1
29,189,77,0
22,184,91,1
28,185,35,0
21,156,29,1
27,178,14,0
29,184,14,0
21,176,100,1
23,157,39,0
23,164,64,0
24,161,16,0
27,200,92,1
24,170,33,0
19,159,71,1
29,164,55,1
21,184,38,1
28,166,78,1
23,176,92,1
29,179,22,0
27,150,13,0
25,184,25,0
19,190,8,0
24,193,96,1
26,176,48,0
18,187,69,1
27,159,82,1
22,168,29,0
29,167,22,0
28,172,41,0
23,161,17,0
29,168,51,1
23,156,81,1
28,167,48,0
19,188,11,0
30,158,10,0
19,151,78,1
30,196,35,0
26,196,27,0
27,198,96,1
23,178,48,0
20,182,70,1
24,189,39,0
25,191,6,0
26,183,21,0
19,183,57,0
18,197,12,0
20,191,43,1
29,174,72,1
23,181,42,1
27,187,23,0
23,197,73,1
18,167,19,0
24,197,87,1
24,194,47,1
22,158,36,0
20,174,52,0
21,162,21,1
25,159,71,0
19,175,89,0
27,189,40,0
27,200,60,0
30,160,99,1
23,195,78,1
25,187,83,0
23,191,79,1
30,196,33,0
30,191,18,0
19,187,89,1
20,179,83,1
27,189,19,0
22,160,91,1
30,172,14,0
28,186,54,0
22,164,81,1
30,196,95,1
25,161,24,1
24,177,92,1
18,182,40,0
22,172,74,1
23,197,65,1
18,193,10,0
23,171,91,1
18,171,64,0
28,176,99,1
23,151,56,0
21,198,18,0
23,197,57,1
28,156,18,0
26,199,61,0
27,159,78,0
30,154,94,1
22,181,67,1
23,161,37,0
19,152,84,0
29,154,27,0
18,175,71,1
20,186,14,0
28,174,11,0
20,188,15,0
27,188,47,0
28,192,8,0
24,163,58,0
28,166,95,1
25,173,32,1
25,151,77,0
19,164,91,1
23,160,54,1
25,188,99,1
25,174,34,1
23,196,40,0
20,163,87,0
22,192,83,1
28,158,44,1
29,196,32,0
23,158,84,0
19,155,37,0
25,177,5,0
23,200,94,1
28,184,70,0
24,170,32,1
27,170,29,0
27,159,92,1
19,192,3,0
24,150,44,1
25,196,24,1
20,169,32,1
24,159,25,0
28,164,65,0
19,155,77,1
18,164,34,0
27,180,53,0
24,200,10,0
25,155,43,1
23,170,96,1
27,198,18,0
24,177,44,0
28,166,23,0
22,174,37,1
29,153,71,1
24,159,61,1
18,163,64,1
27,196,15,0
23,183,37,0
19,176,73,1
27,200,88,0
29,154,38,0
28,194,92,1
26,191,19,0
24,192,67,0
19,150,99,1
22,197,52,0
21,177,10,0
27,172,95,1
19,157,90,0
22,177,78,1
19,179,1,0
25,189,25,1
27,167,8,0
28,171,29,0
23,191,77,1
18,157,33,0
23,191,95,1
19,188,31,1
23,158,51,1
27,158,22,0
28,180,12,0
21,185,90,1
27,165,100,1
18,197,21,1
22,182,70,1
19,167,29,0
27,168,32,0
27,153,86,1
19,156,77,1
23,181,95,1
25,175,6,0
25,186,8,0
26,159,66,1
26,178,68,1
29,190,74,1
24,186,24,0
24,168,44,1
25,184,99,1
27,188,78,0
29,166,86,0
18,174,16,0
30,183,3,0
23,174,79,0
26,171,16,0
30,187,2,0
23,195,17,0
21,179,11,0
27,173,8,0
23,158,99,1
27,152,6,0
21,162,27,1
20,175,13,0
24,165,73,0
22,199,69,1
18,200,96,1
21,193,84,1
25,185,12,0
30,166,93,1
27,150,60,0
27,172,4,0
18,185,100,1
25,170,13,0
28,174,71,0
30,198,95,1
30,167,82,0
20,199,65,0
22,157,37,0
21,181,39,1
24,169,47,0
26,165,59,0
22,185,69,0
18,199,87,1
23,197,57,1
23,156,24,0
28,186,53,0
25,157,16,0
23,181,12,0
22,167,59,0
18,199,5,0
25,158,30,1
29,169,7,0
27,154,83,1
18,178,43,1
25,182,18,0
24,153,97,1
19,168,13,0
30,196,28,0
19,195,17,0
23,155,11,0
18,156,78,0
25,179,88,0
30,191,17,0
20,175,23,0
21,178,62,0
25,175,99,1
26,199,24,0
20,157,80,1
27,180,52,0
26,195,52,0
26,186,58,0
18,150,86,0
29,151,32,0
19,158,67,1
29,182,66,1
19,195,84,1
30,173,68,0
23,195,12,0
28,193,29,0
29,164,1,0
22,200,49,1
23,159,41,1
26,177,18,0
29,193,48,0
21,191,24,0
19,191,33,0
20,188,56,1
27,160,6,0
21,179,99,1
25,163,49,1
27,167,15,0
29,150,53,0
28,153,70,1
20,194,53,0
21,156,67,1
25,199,45,0
28,198,72,0
28,198,4,0
26,162,89,0
26,172,86,0
28,172,9,0
29,158,35,0
28,200,6,0
18,156,26,1
22,199,3,0
27,186,8,0
20,164,81,1
21,197,99,1
26,198,46,0
19,176,77,1
20,189,28,0
23,152,18,0
27,154,100,1
28,182,76,0
28,176,67,1
24,179,85,1
27,161,36,0
24,152,59,1
24,194,61,0
29,190,23,0
18,155,36,1
18,155,8,0
28,196,5,0
19,161,88,0
22,150,17,0
25,165,15,0
22,160,66,0
30,162,20,0
29,192,92,1
26,174,20,0
19,196,26,1
29,158,75,0
28,155,55,0
27,189,14,0
24,187,45,0
19,189,56,1
23,169,46,1
23,188,96,1
28,195,73,0
30,188,4,0
23,155,3,0
26,180,79,0
21,162,89,0
20,155,93,1
30,154,17,0
21,199,52,1
25,169,1,0
19,192,8,0
28,166,89,0
25,183,88,1
23,162,42,0
27,175,83,1
19,158,56,1
19,170,75,1
28,189,73,0
21,183,57,1
18,200,87,1
29,167,96,1
21,158,52,0
27,189,69,0
23,156,77,1
18,167,93,1
26,190,29,0
24,191,66,0
30,193,7,0
24,169,79,0
29,194,38,0
25,158,15,0
18,187,13,0
22,193,83,1
27,195,3,0
28,154,78,0
25,153,84,0
24,177,31,0
29,166,62,0
27,150,5,0
20,184,41,1
29,185,55,0
21,151,46,1
22,183,50,0
26,195,57,0
20,153,57,1
30,179,35,0
24,155,95,1
19,162,29,0
20,197,95,1
25,194,87,1
21,166,89,0
21,164,11,0
23,159,40,0
25,198,43,1
19,169,7,0
21,200,12,0
19,181,31,0
30,198,82,1
23,191,10,0
23,176,11,0
21,155,16,0
29,177,45,1
28,158,93,1
29,185,1,0
28,154,97,1
18,176,28,1
30,188,88,0
27,163,56,1
26,191,72,1
20,188,63,0
26,176,73,0
20,170,6,0
25,159,29,1
25,182,80,1
30,187,47,0
29,161,85,1
28,150,83,1
22,182,17,0
25,153,32,1
23,185,95,1
25,153,14,0
23,196,33,1
20,150,58,1
29,159,16,0
21,166,65,1
30,161,74,0
27,153,79,0
21,187,48,1
27,197,7,0
19,177,74,1
21,198,71,1
22,176,77,1
28,192,59,1
25,188,57,0
23,158,83,1
28,155,46,0
28,170,44,1
20,175,53,0
20,176,70,1
21,156,18,0
26,163,1,0
26,184,25,0
20,157,8,0
20,169,85,1
29,173,59,0
22,161,36,0
25,200,15,0
23,191,39,0
22,175,16,0
22,179,10,0
26,180,60,0
18,182,7,0
30,179,62,1
21,184,8,0
30,192,37,0
25,199,26,0
18,155,86,1
18,200,5,0
26,177,57,0
18,163,29,0
25,180,63,0
19,196,27,1
30,194,39,0
24,159,62,0
27,198,22,0
28,195,1,0
25,154,86,1
19,169,71,1
19,177,4,0
30,170,47,1
25,193,65,1
21,156,78,1
28,196,64,0
23,161,30,0
27,169,37,0
18,182,1,0
28,166,72,1
22,171,92,1
23,157,5,0
28,166,62,1
21,168,94,1
28,190,13,0
18,156,40,0
19,192,40,1
25,153,8,0
19,164,31,1
30,185,36,0
26,171,37,0
30,163,62,0
20,180,8,0
24,165,4,0
25,177,94,1
28,190,79,1
26,186,17,0
28,181,4,0
29,188,4,0
20,161,80,0
19,155,62,0
28,196,65,1
27,186,90,0
18,152,32,1
19,184,8,0
23,193,4,0
24,165,6,0
28,184,2,0
18,154,51,1
23,192,50,1
28,152,50,1
24,184,12,0
19,163,19,0
20,183,71,1
29,195,11,0
28,182,33,0
26,174,63,0
22,182,18,0
27,162,100,1
24,169,42,0
25,188,6,0
22,165,42,0
25,184,74,1
29,170,58,0
19,195,85,1
25,178,90,1
30,151,85,0
26,167,65,0
26,172,26,0
28,176,86,1
30,176,13,0
18,162,44,0
22,185,16,0
28,196,63,1
18,180,97,1
18,189,42,1
23,153,83,1
19,160,86,1
29,175,72,1
26,157,28,0
22,189,42,1
23,170,74,1
22,196,14,0
19,195,75,1
22,156,50,0
26,159,50,1
23,152,47,1
19,154,93,1
26,173,38,0
27,158,72,1
30,172,61,1
19,191,93,1
30,193,26,0
26,200,27,0
19,168,87,1
18,175,14,0
18,152,61,1
29,174,96,1
25,164,53,1
20,171,65,0
30,154,100,1
24,195,80,0
24,174,2,0
19,188,50,0
24,171,72,0
19,151,77,0
22,171,93,1
29,196,90,0
28,161,74,0
21,185,6,0
25,167,35,1
23,186,6,0
21,162,60,0
19,186,75,1
29,156,3,0
21,195,40,0
27,195,89,0
30,174,83,1
21,185,91,1
24,169,22,0
30,171,91,1
21,174,78,0
26,152,72,1
22,166,81,0
26,171,11,0
28,182,99,1
24,153,76,0
30,167,81,0
23,175,15,0
28,154,59,0
25,183,30,0
26,184,65,1
25,169,25,0
25,168,68,0
18,159,21,1
18,199,36,0
29,190,69,1
19,191,16,0
23,178,59,0
28,172,72,0
26,177,32,0
21,191,32,0
27,157,60,1
30,199,18,0
20,166,17,0
22,168,97,1
28,176,5,0
23,200,12,0
29,192,73,1
20,186,2,0
29,160,80,0
20,151,18,0
20,188,79,1
30,158,1,0
29,184,57,0
25,157,68,0
25,158,18,0
26,169,52,1
22,171,29,1
22,155,41,1
23,197,41,1
20,171,21,0
25,190,9,0
18,158,86,0
18,191,31,1
28,176,3,0
26,191,68,1
23,186,79,1
27,176,48,1
25,200,4,0
18,153,17,0
21,162,51,1
27,177,87,0
29,186,31,0
21,176,95,1
26,156,62,1
25,182,20,1
22,154,85,0
22,165,65,0
19,157,68,0
27,167,49,1
28,177,76,1
29,161,80,0
30,176,89,1
25,174,78,0
27,186,43,1
20,179,2,0
28,177,77,1
24,186,16,0
27,164,76,1
29,186,92,1
27,186,25,0
20,200,87,1
27,159,84,1
27,152,40,0
22,187,99,1
27,198,77,0
24,176,22,1
26,162,51,0
20,180,96,1
25,165,63,0
30,151,93,1
22,199,55,1
30,174,20,0
30,176,94,1
28,186,77,1
22,173,45,0
24,171,92,1
28,154,79,0
27,195,44,1
28,154,73,0
21,180,93,1
30,161,47,0
26,154,65,1
28,159,53,0
20,172,84,1
27,183,30,0
30,164,38,0
18,192,7,0
26,151,59,1
21,154,75,1
22,194,94,1
30,176,14,0
29,164,48,0
19,171,6,0
25,154,46,0
26,199,28,0
22,199,33,1
24,195,95,1
26,197,58,1
30,196,25,0
26,174,85,0
30,158,67,1
26,177,20,0
28,154,26,0
25,183,48,0
23,173,93,1
26,170,45,0
22,196,57,0
20,177,1,0
28,184,5,0
18,194,84,1
24,192,37,1
29,192,30,0
29,172,56,0
24,168,7,0
28,183,2,0
29,197,24,0
25,198,63,1
28,150,34,0
28,156,64,0
20,195,2,0
21,171,55,0
18,163,42,0
25,164,54,0
19,178,59,0
21,178,90,1
28,198,52,1
27,175,82,1
26,174,27,0
18,193,94,1
28,169,66,1
23,165,83,0
25,173,59,0
24,195,64,0
26,165,49,0
23,200,98,1
21,191,53,1
28,156,59,0
22,160,7,0
28,169,13,0
18,179,92,1
22,167,74,0
29,172,96,1
20,198,37,0
24,183,92,1
28,189,58,1
20,180,24,1
21,189,2,0
23,150,92,1
26,175,15,0
23,198,77,1
30,157,37,0
21,159,33,1
21,198,56,1
23,166,47,1
27,188,21,0
19,177,6,0
24,155,85,0
20,192,84,1
30,164,100,1
20,195,7,0
25,188,77,0
25,158,38,0
18,154,81,1
19,155,34,1
19,199,36,1
30,179,11,0
19,191,68,1
26,187,31,0
19,178,19,0
22,152,60,0
24,168,76,1
27,176,14,0
18,173,97,1
25,167,31,0
29,179,98,1
22,181,27,1
22,189,11,0
22,151,15,0
30,166,97,1
24,186,48,0
18,195,42,0
27,168,70,0
20,165,29,0
25,197,72,0
23,162,49,1
20,198,27,0
25,174,9,0
21,190,98,1
25,158,99,1
21,166,45,0
23,170,34,1
30,150,8,0
27,152,74,1
29,186,37,0
20,177,13,0
30,191,18,0
26,179,65,0
24,157,47,1
26,162,9,0
19,152,12,0
27,168,13,0
28,158,12,0
20,160,29,0
23,156,23,0
25,160,33,0
18,195,25,0
19,176,22,1
25,184,23,1
20,199,16,0
27,163,84,0
19,182,100,1
26,162,66,1
26,156,100,1
30,153,67,1
24,152,52,0
27,168,96,1
21,176,33,0
25,173,47,0
30,184,30,0
21,183,38,1
27,183,98,1
26,185,75,1
22,196,90,1
28,154,43,1
18,180,83,1
24,159,58,1
26,157,3,0
28,155,90,1
20,191,39,1
23,179,70,1
24,193,96,1
30,177,77,0
30,155,5,0
26,175,28,0
19,198,64,1
19,194,69,0
28,160,60,1
19,168,100,1
24,184,61,0
27,182,34,0
22,174,38,0
19,163,81,0
19,164,38,1
30,176,99,1
29,162,1,0
30,169,49,1
19,176,81,1
30,190,33,0
21,190,48,0
30,152,58,1
18,183,6,0
24,159,67,1
30,196,64,0
28,188,36,0
18,162,57,0
18,183,11,0
27,190,78,0
26,193,51,1
18,178,14,0
20,198,1,0
25,154,76,1
29,160,23,0
21,180,98,1
28,157,99,1
29,158,10,0
18,175,66,1
19,151,95,1
30,169,42,0
26,183,44,0
18,162,38,0
23,196,93,1
29,152,98,1
23,186,65,0
23,179,66,1
30,152,72,0
22,199,22,1
23,173,18,0
22,172,98,1
18,160,60,0
27,164,48,1
26,164,98,1
23,195,85,1
19,177,36,1
22,189,4,0
26,167,86,0
26,169,35,0
29,167,50,0
22,160,68,0
19,177,78,1
23,150,26,1
28,192,35,0
21,155,36,1
18,156,80,1
21,157,38,0
26,193,18,0
24,160,93,1
24,160,86,0
22,151,72,0
27,169,84,0
22,176,78,1
18,199,50,0
29,153,80,1
22,173,96,1
26,189,93,1
22,173,17,0
23,176,41,1
28,193,75,0
29,182,99,1
20,188,19,0
25,181,52,1
21,158,97,1
22,195,25,1
25,177,92,1
29,190,17,0
25,200,12,0
19,151,30,0
25,183,13,0
19,190,61,1
18,186,72,1
19,186,68,0
24,152,16,0
22,170,81,0
21,163,23,1
27,198,26,0
26,186,40,1
20,155,14,0
18,173,87,0
29,165,28,0
20,161,64,1
30,151,86,1
20,155,4,0
29,152,15,0
23,183,50,0
26,173,4,0
18,190,95,1
18,168,53,1
18,176,42,0
29,195,20,0
18,192,79,1
29,150,43,1
21,151,84,1
26,179,3,0
21,177,35,1
21,190,42,0
27,180,38,0
26,182,29,0
26,185,22,0
19,150,54,0
24,175,67,1
21,187,5,0
21,173,70,0
23,181,4,0
21,152,69,0
24,162,51,1
19,196,30,1
28,152,58,0
22,196,98,1
24,187,21,0
19,183,63,0
21,167,77,1
24,195,63,0
27,173,26,0
28,159,5,0
25,178,92,1
24,167,85,0
22,187,62,0
28,198,13,0
18,197,89,1
27,195,83,0
25,199,33,1
28,184,99,1
24,171,36,1
26,186,5,0
29,161,22,0
21,157,10,0
25,197,78,0
26,194,85,0
26,164,26,0
23,155,69,1
26,154,15,0
27,181,66,0
22,192,67,0
26,181,15,0
25,160,99,1
23,153,65,0
19,198,95,1
27,174,38,0
18,198,15,0
22,169,82,0
20,164,37,1
27,182,19,0
29,173,38,0
23,197,6,0
23,181,91,1
25,159,45,0
22,183,85,1
20,153,28,1
27,167,75,0
20,184,97,1
18,173,79,1
20,196,28,1
28,177,71,0
19,164,10,0
24,168,52,1
23,157,69,1
20,185,35,0
20,162,50,0
21,188,97,1
18,181,36,1
23,188,95,1
27,161,82,0
30,168,49,0
27,180,90,1
23,151,18,0
27,152,14,0
19,175,27,1
18,188,51,1
28,188,100,1
20,189,92,1
25,160,30,1
28,175,49,0
25,178,41,1
25,169,52,1
28,157,86,1
29,180,74,1
27,199,2,0
23,169,50,1
25,198,91,1
26,194,8,0
26,184,49,1
29,163,61,1
20,175,14,0
29,166,75,0
26,163,62,1
22,186,26,1
27,163,13,0
20,175,40,1
29,160,23,0
25,188,77,0
20,168,49,0
28,188,7,0
22,179,79,1
24,185,17,0
27,163,15,0
23,182,80,1
23,162,52,1
27,173,28,0
29,157,6,0
23,165,17,0
19,156,35,0
26,187,81,1
20,191,68,1
28,200,53,1
22,192,30,1
